year,confID,playoff,firstRound,semis,finals,o_fta,o_3pm,o_oreb,o_asts,o_stl,o_to,o_blk,d_3pa,d_oreb,d_dreb,d_asts,d_stl,d_to,d_blk,attend,tmID,W_post,L_post,FG%_weighted_mean,FT%_weighted_mean,Avg_Assists_Per_Game_weighted_mean,Avg_Blocks_Per_Game_weighted_mean,Durability_Ratio_weighted_mean,POSITION_METRIC_weighted_mean,FG%_sum_top3,FT%_sum_top3,Avg_Assists_Per_Game_sum_top3,Avg_Blocks_Per_Game_sum_top3,Durability_Ratio_sum_top3,POSITION_METRIC_sum_top3,num_trophies
10,1,0,,,,0.719,0.814,0.395,0.406,0.613,0.459,0.425,0.436,0.281,0.743,0.679,0.353,0.591,0.511,0.35,MIN,,,0.4248694384529646,0.8088502133359022,1.66516013845918,0.4189201904117772,0.4752510295498386,1.8943855054062935,1.5257590115112079,2.8181818181818183,7.405882352941177,2.3745098039215686,1.86343954248366,11.637254901960784,0.0
1,0,1,1,1,0,0.237,0.33,0.219,0.297,0.317,0.288,0.255,0.235,0.298,0.212,0.25,0.173,0.344,0.17,0.865,NYL,4.0,3.0,0.4177109253185205,,2.491679850916536,0.4413690464897702,0.6498256313872619,1.5832386875966915,1.4400618128388305,2.6851940457203614,13.476814516129032,3.183467741935484,2.519762264784946,10.321220930232558,1.0
2,0,1,1,0,,0.075,0.443,0.062,0.556,0.419,0.127,0.124,0.177,0.208,0.296,0.142,0.173,0.409,0.037,0.957,NYL,3.0,3.0,,,2.450847922618307,0.38241384064178646,0.6017739423238208,1.5662396339188354,2.071428571428571,2.6787878787878787,13.65625,2.41875,2.3606770833333335,10.137422839506172,1.0
3,0,1,1,1,0,0.237,0.376,0.086,0.362,0.398,0.218,0.242,0.266,0.253,0.217,0.074,0.207,0.34,0.126,0.878,NYL,4.0,4.0,0.43447564693412255,0.7154469413634392,2.7171679372319972,0.455057183755432,0.7081391635227755,1.635878796401232,1.5851758363994182,2.4650472983806315,13.829637096774194,2.6645833333333333,2.5377814180107525,10.093429487179488,0.0
4,0,0,,,,0.165,0.538,0.138,0.468,0.403,0.271,0.425,0.34,0.331,0.447,0.399,0.48,0.347,0.185,0.767,NYL,,,,,1.8677194881514023,0.45318869583193744,0.526625845911803,,1.487229112716369,2.8369337979094076,8.66549688057041,2.818181818181818,2.011087436868687,11.585043988269796,0.0
5,0,1,1,0,,0.15,0.697,0.1,0.509,0.118,0.428,0.399,0.226,0.584,0.431,0.436,0.607,0.154,0.385,0.548,NYL,2.0,3.0,0.42010867619615305,0.7509697709177408,2.2743254849445664,0.5316219617486491,0.6001007567403087,1.950748671761227,1.4352852133049063,2.738095238095238,11.565126050420169,3.3552036199095023,2.3781950280112043,13.541745730550286,0.0
6,0,1,0,,,0.201,0.661,0.0,0.369,0.145,0.236,0.32,0.186,0.438,0.312,0.287,0.52,0.081,0.111,0.569,NYL,0.0,2.0,0.4198802802358415,,1.8545215028161328,0.4034880495714778,0.532755992422077,,1.6806744203057566,3.0,9.261029411764707,2.8642093200916734,2.1045879289215685,11.441813088871914,0.0
7,0,0,,,,0.438,0.697,0.205,0.29,0.349,0.734,0.32,0.327,0.416,0.701,0.405,0.487,0.367,0.467,0.483,NYL,,,0.379719417277657,,1.647522285283038,0.40950238263523586,0.4809930636330753,1.9019899525828379,1.2979820723483042,2.738225806451613,8.770053475935828,2.866946778711485,1.8263703208556152,11.176470588235293,0.0
8,0,1,0,,,0.269,0.819,0.214,0.375,0.548,0.891,0.301,0.613,0.624,0.714,0.409,0.827,0.664,0.326,0.448,NYL,1.0,2.0,0.4156737102112116,,2.076096097288285,0.33731397735380036,0.5459304263104566,,1.966435127759861,2.428373015873016,10.262462351711845,2.3052584670231733,2.2111556743909686,12.750445632798574,1.0
9,0,1,1,0,,0.446,0.891,0.405,0.549,0.554,0.607,0.353,0.38,0.478,0.677,0.365,0.587,0.653,0.281,0.477,NYL,3.0,3.0,0.41509665337253265,0.7452377547455948,1.9910116527226318,0.46182128599205297,0.5260589789842033,2.482153986858166,1.5431962941517081,2.8555555555555556,10.88912517175947,2.76768772024939,2.1898194344478616,14.89931688804554,0.0
10,0,0,,,,0.274,0.869,0.181,0.464,0.478,0.59,0.379,0.535,0.371,0.799,0.318,0.48,0.61,0.393,0.541,NYL,,,0.40991187496103987,0.7965702016963748,1.731105218421892,0.43992289497627735,0.4684298802691408,2.4932550231297914,1.4445688023415508,2.9166666666666665,8.897058823529413,2.6011029411764706,1.7888327205882355,12.845588235294118,0.0
1,0,1,0,,,0.186,0.376,0.367,0.283,0.366,0.341,0.438,0.302,0.455,0.27,0.5,0.447,0.425,0.274,0.298,CON,1.0,2.0,0.4249443160721557,,2.2164006709030035,0.5601324110805798,0.6084182715836242,,1.6856884057971016,2.7698412698412698,10.1,3.625,2.383463541666667,5.277786658141518,0.0
2,0,0,,,,0.286,0.507,0.543,0.212,0.715,0.541,0.405,0.275,0.275,0.243,0.493,0.673,0.602,0.319,0.304,CON,,,0.39591388766665975,0.7274723951393157,1.796215190112734,0.46014690624534016,0.514562719278234,1.118996477864529,1.472314964646988,2.417117117117117,7.834134615384615,2.59375,2.052734375,6.424700435729848,0.0
3,0,0,,,,0.429,0.376,0.371,0.191,0.581,0.21,0.327,0.239,0.534,0.31,0.443,0.36,0.583,0.274,0.279,CON,,,0.4216281052068421,,1.7639013160897918,0.4020804800845414,0.5203523682805342,1.6521018295773342,1.5350877192982457,2.7366393837265286,9.133064516129032,2.4458746898263026,2.0766969086021505,10.28826530612245,0.0
1,1,1,0,,,0.465,0.281,0.157,0.256,0.527,0.092,0.183,0.226,0.376,0.18,0.331,0.18,0.544,0.148,0.513,PHO,0.0,2.0,0.42186049424899674,0.78099829912119,1.8253319861936983,0.37117599335018775,0.5072842253678189,2.61526547676293,1.5749551226868999,2.897260273972603,8.395833333333334,2.4208333333333334,2.0177951388888893,15.308035714285715,0.0
2,1,0,,,,0.286,0.176,0.276,0.423,0.565,0.485,0.49,0.17,0.371,0.347,0.459,0.573,0.49,0.415,0.394,PHO,,,0.3436932632548189,,1.6860798654672162,0.3713607267679762,0.4121166484573805,,1.4279329624716515,2.864406779661017,10.88177339901478,3.59375,1.7194850470430108,10.34375,0.0
3,1,0,,,,0.167,0.172,0.238,0.126,0.43,0.406,0.203,0.163,0.236,0.331,0.486,0.473,0.39,0.415,0.408,PHO,,,0.41048685727767864,0.7495787104392642,1.2950851550828575,0.32994211054921396,0.42160136403043125,1.662434212316367,1.667797593156445,2.671091934948556,7.501358695652174,2.5836693548387095,1.7442666330645165,9.8125,1.0
4,1,0,,,,0.211,0.244,0.548,0.242,0.661,0.31,0.314,0.125,0.202,0.646,0.409,0.52,0.849,0.556,0.431,PHO,,,0.35699938136288306,,1.252715612388751,0.31916631479332797,0.4019392534040731,,1.3955831608005522,2.8461538461538463,8.23529411764706,2.1078431372549016,1.843137254901961,9.696810207336522,0.0
5,1,0,,,,0.312,0.588,0.105,0.379,0.511,0.245,0.484,0.074,0.236,0.381,0.23,0.193,0.564,0.489,0.39,PHO,,,0.42165073783534257,,1.7436697438681457,0.43066637077449377,0.4742021186432531,1.5932956052540121,1.4949820788530466,2.585925174667568,9.514260249554367,2.4048933356333735,2.0775772430184194,8.933306277056277,1.0
6,1,0,,,,0.542,0.525,0.476,0.543,0.301,0.476,0.758,0.038,0.292,0.365,0.277,0.453,0.359,0.304,0.33,PHO,,,0.4098661961771211,0.7412091620296364,1.8982355020359785,0.7187839470632627,0.4926893272751329,1.709149598821247,1.466385646346736,2.7532956685499057,10.211076280041798,4.616666666666666,2.0135841170323925,10.304597701149426,0.0
7,1,0,,,,0.521,0.919,0.438,0.853,0.473,0.148,0.418,0.678,0.792,0.815,0.642,0.227,0.568,0.407,0.343,PHO,,,0.42389020611139483,,2.246324079012035,0.42928064451656434,0.4900593890878876,2.4189132443358,1.4952291666666668,2.7803030303030303,10.632216775599128,2.7310924369747895,2.0286302310275963,16.767647058823528,1.0
8,1,1,1,1,1,0.69,1.0,0.176,1.0,0.527,0.341,0.627,1.0,1.0,1.0,0.811,0.313,0.792,0.281,0.367,PHO,7.0,2.0,,0.8097749732694524,3.4060000206279426,0.7763431530755319,0.6787364655029102,,1.4181267680387803,2.8909774436090228,16.299573055028464,4.369485294117647,2.544893461416825,10.63856209150327,1.0
9,1,0,,,,0.736,0.76,0.633,0.58,0.242,0.354,0.608,0.85,0.972,0.77,0.885,0.247,0.425,0.43,0.433,PHO,,,0.42776380880132897,,1.9117130268370963,0.5308724767772955,0.4647330466794887,1.7548705312816433,1.614218982146005,2.6782884813844565,11.748161764705882,4.030182555780933,1.9176133578431371,10.841176470588234,0.0
10,1,1,1,1,1,0.685,0.882,0.2,0.802,0.204,0.402,0.771,0.655,0.865,0.786,0.74,0.42,0.27,0.533,0.433,PHO,7.0,4.0,0.4663310860396805,0.8557251822108954,3.171405671644165,0.7818385412967568,0.6720774023381172,1.67032650583476,1.622926549652119,2.893805309734513,16.72268907563025,4.875124243245685,2.581704052588777,8.700243255196815,3.0
1,1,0,,,,0.552,0.376,0.319,0.307,0.419,0.808,0.196,0.295,0.225,0.209,0.334,0.533,0.544,0.437,0.374,POR,,,0.4018191094846282,,1.6322556100861014,0.31587970914263375,0.4767981019517371,1.6337774357219417,1.5670217351148328,2.407785336356765,8.21875,1.57627688172043,1.877604166666667,9.285416666666666,0.0
2,1,0,,,,0.346,0.498,0.276,0.208,0.306,0.402,0.281,0.213,0.427,0.519,0.382,0.64,0.324,0.541,0.397,POR,,,0.3911942865357828,,1.521339714112336,0.36544590793941345,0.46237398635757737,2.073213986656481,1.9795586841749018,2.452580093706471,6.783266129032258,2.446428571428571,1.8449260752688172,14.418154761904763,1.0
3,1,0,,,,0.23,0.294,0.31,0.348,0.28,0.371,0.373,0.074,0.376,0.294,0.331,0.5,0.456,0.504,0.352,POR,,,0.4140069979020169,0.7455717696070037,1.593459977096944,0.39993997678299664,0.432700618858721,2.0601081896505646,1.6054163076192973,2.678021978021978,8.41733870967742,2.752016129032258,1.6850848454301075,12.530241935483872,0.0
1,1,1,0,,,0.438,0.362,0.695,0.604,0.78,0.218,0.614,0.23,0.298,0.169,0.389,0.193,0.517,0.333,0.343,SAC,0.0,2.0,0.4237470662651066,0.6898585036593073,2.482671287480894,0.6601096075096489,0.5476952413382107,1.4430160220574482,1.525425413486005,2.388475648323846,13.258979885057471,4.36875,2.096072796934866,8.683943661971831,0.0
2,1,1,1,0,,0.361,0.457,0.629,0.573,0.478,0.376,0.621,0.19,0.427,0.251,0.365,0.427,0.351,0.533,0.377,SAC,3.0,2.0,0.4211635002969041,,2.7729565690245583,0.6862903380153339,0.5961835474983206,,2.014942528735632,2.864864864864865,13.94429347826087,4.21875,2.3410892210144927,6.854166666666667,0.0
3,1,0,,,,0.446,0.226,0.281,0.375,0.323,0.21,0.301,0.309,0.478,0.413,0.355,0.24,0.409,0.422,0.429,SAC,,,,,2.1351305002884726,0.4142008484319223,0.5332838763811009,,1.4687509335882651,2.530436247026545,13.010416666666666,2.795955882352941,2.13961652369281,8.106197405329594,0.0
4,1,1,1,0,,0.38,0.398,0.51,0.608,0.591,0.231,0.386,0.34,0.438,0.487,0.432,0.18,0.718,0.519,0.486,SAC,3.0,3.0,0.39918546441447905,0.6880448742393173,2.359318258315266,0.5079728516562475,0.5687211855062024,,1.3972593822217882,2.3720238095238093,11.23529411764706,3.117647058823529,2.2113970588235294,8.876180101670299,1.0
5,1,1,1,0,,0.327,0.303,0.7,0.44,0.683,0.336,0.359,0.32,0.242,0.288,0.422,0.293,0.784,0.341,0.446,SAC,3.0,3.0,0.4135683650235862,,2.127287125883597,0.5165329554961556,0.5512596814123465,,1.4562307954933424,2.560595065312046,11.173796791443852,3.088235294117647,2.1606877599524656,10.058006535947714,0.0
6,1,1,1,1,1,0.61,0.303,0.605,0.468,0.629,0.402,0.294,0.136,0.034,0.336,0.253,0.253,0.896,0.452,0.434,SAC,7.0,1.0,0.4143603837277888,0.7141539382274629,2.244992786249484,0.4160456166563066,0.5904934146244668,,1.4725922594630219,2.877551020408163,10.722147950089125,2.1791443850267376,2.225601604278075,14.46524064171123,1.0
7,1,1,1,1,0,0.659,0.43,0.838,0.406,0.769,0.585,0.163,0.43,0.152,0.418,0.402,0.313,0.938,0.533,0.447,SAC,6.0,3.0,0.41065473149857695,,2.1889828062718553,0.3372289383713318,0.5613954868906086,2.382067545610578,1.3570587684821263,2.576039764658146,9.332480818414322,1.7570332480818416,2.0159313725490193,13.470588235294118,2.0
8,1,1,0,,,0.668,0.412,1.0,0.502,0.742,0.886,0.248,0.519,0.23,0.399,0.52,0.513,1.0,0.519,0.421,SAC,1.0,2.0,,,1.8015284252485935,0.3880016345001525,0.49577521055643703,3.2455615711826153,1.4391228831958316,2.643523702874207,9.439338235294118,2.097159090909091,1.8348860851158646,19.557040998217467,0.0
9,1,1,0,,,0.84,0.48,0.695,0.283,0.71,0.777,0.092,0.508,0.23,0.529,0.652,0.467,0.903,1.0,0.404,SAC,1.0,2.0,0.41978643479081607,,1.6515089710188784,0.23258117339518877,0.4552417227461003,2.416571809142685,1.4624941397093294,2.616918767507003,10.052584670231731,1.6843137254901959,1.8257738227866902,14.814795008912656,0.0
10,1,0,,,,0.666,0.317,0.71,0.512,0.548,0.769,0.229,0.647,0.331,0.357,0.807,0.433,0.718,0.563,0.367,SAC,,,0.4199529273865099,,1.839851449609813,0.26924654953206695,0.44028239981208533,2.9732281988064555,2.0014260249554368,2.7606658692185007,9.95137254901961,1.7298474945533768,1.6506417937545388,17.537037037037038,1.0
4,1,0,,,,0.646,0.14,0.514,0.13,0.0,0.459,0.68,0.374,0.685,0.571,0.48,0.52,0.131,0.511,0.59,SAS,,,0.38136668607981006,0.7364419095749002,1.6793153575363857,0.6126181136519195,0.5274373267352218,2.697847952225281,1.2618739192249784,2.627450980392157,8.063279857397504,4.032085561497326,1.9954322638146167,14.759358288770054,0.0
5,1,0,,,,0.385,0.077,0.286,0.352,0.457,0.459,0.281,0.345,0.32,0.378,0.632,0.553,0.394,0.43,0.422,SAS,,,0.4099739886889611,,1.5945659775549232,0.2720424280631648,0.4628081329827926,2.2017989830307756,1.9677380952380952,2.7596153846153846,7.91650853889943,2.2480848970412537,1.9433902593295382,14.205482872266053,0.0
6,1,0,,,,0.443,0.217,0.067,0.147,0.043,0.555,0.176,0.208,0.472,0.362,0.591,0.573,0.151,0.57,0.384,SAS,,,0.39668812367094836,,1.720475053269801,0.1652972220429982,0.46579490336636636,1.8090142101554882,1.5507222950191963,2.728841536614646,9.107273877292853,1.0280112044817926,1.8882827324478177,10.914565826330533,0.0
7,1,0,,,,0.492,0.575,0.533,0.512,0.317,0.349,0.131,0.322,0.59,0.788,0.581,0.38,0.347,0.43,0.338,SAS,,,0.40145539306390077,0.7756799266473005,1.9314760409111793,0.22710231321120292,0.47295495671030663,2.578124084590499,1.422843061955965,2.516492684086537,8.857388519924099,1.1921355498721227,1.8318780637254903,14.506191950464396,0.0
8,1,1,1,0,,0.262,0.656,0.386,0.604,0.516,0.655,0.438,0.311,0.528,0.553,0.432,0.4,0.745,0.489,0.352,SAS,2.0,3.0,0.42121192229177745,0.7907502566270985,2.7623926138270933,0.5673892663475288,0.6142468621400186,2.346056666327671,1.3972275661840263,2.7374697927316665,13.823160173160174,3.378260869565217,2.3382169913419917,12.285739750445634,0.0
9,1,1,1,1,0,0.545,0.548,0.019,0.72,0.457,0.511,0.569,0.376,0.685,0.661,0.378,0.54,0.533,0.281,0.387,SAS,4.0,5.0,,,2.9606953489474357,0.6323024677053283,0.6718663216642486,,1.4382479903077274,2.766406926406926,13.317234848484848,3.7412878787878787,2.6079545454545454,8.898726273726274,1.0
10,1,1,0,,,0.38,0.878,0.186,0.71,0.376,0.441,0.346,0.412,0.545,0.68,0.476,0.473,0.432,0.363,0.349,SAS,1.0,2.0,0.43062330398974696,0.7888732727651122,2.4453791379401597,0.409160409291346,0.5755762060545183,2.2411020217535027,1.4507906388361798,2.5935506379585327,11.098968216318784,2.5131964809384164,2.2039991949859123,11.96342737722048,0.0
1,1,0,,,,0.223,0.213,0.067,0.0,0.366,0.511,0.196,0.043,0.118,0.407,0.399,0.58,0.537,0.385,0.421,SEA,,,0.3681848817560399,,1.3206048009684637,0.28466217805325056,0.44354500929854485,1.0648614393264135,1.3304060707612453,2.4770865335381465,6.78125,1.9310828456739373,1.7760416666666667,5.865280100334449,0.0
2,1,0,,,,0.332,0.299,0.305,0.075,0.462,0.1,0.418,0.022,0.163,0.5,0.351,0.207,0.498,0.415,0.187,SEA,,,0.36949156991194054,0.6738857671486103,1.3596339388671725,0.5157774778334566,0.4593653908367414,1.2243838480960019,1.286810663780875,2.663636363636364,6.164232120051086,3.178050397877984,1.8818696120689657,6.291957364341085,0.0
3,1,1,0,,,0.179,0.543,0.571,0.423,0.511,0.301,0.575,0.06,0.225,0.251,0.338,0.38,0.544,0.4,0.269,SEA,0.0,2.0,0.3895603606557587,0.7503558284182679,1.9853689380753021,0.6028326844900576,0.5059881185973912,1.5013808973852767,1.4756497253381342,2.825057295645531,10.677083333333334,4.502976190476191,2.0558035714285716,8.690934065934066,0.0
4,1,0,,,,0.237,0.471,0.476,0.539,0.242,0.249,0.49,0.273,0.478,0.323,0.23,0.32,0.266,0.244,0.314,SEA,,,0.4170392257835734,,1.9302832103358525,0.5113761791580599,0.4840573192109378,1.8143093531923355,1.4237348042628395,2.8840579710144927,10.408199643493761,3.5018939393939394,1.993631164587047,9.57159090909091,1.0
5,1,1,1,1,1,0.501,0.475,0.514,0.553,0.618,0.397,0.444,0.17,0.202,0.296,0.402,0.367,0.529,0.489,0.38,SEA,6.0,2.0,0.42371334117622544,0.7712235403969434,2.5863107546207464,0.6377878735838373,0.6447367543493209,1.1672349958289092,1.504999562097744,2.698318293683347,13.007352941176471,4.435353006608651,2.5265456989247315,5.346144574771438,1.0
6,1,1,0,,,0.53,0.362,0.386,0.444,0.075,0.472,0.621,0.233,0.376,0.315,0.608,0.467,0.185,0.615,0.464,SEA,1.0,2.0,0.4270060308190014,,2.0629592451285856,0.5893663727592194,0.5455505476733683,1.1073403086497398,1.6001642036124795,2.57255557488522,10.386134453781512,4.190669371196755,2.2281279178338,4.849655172413794,0.0
7,1,1,0,,,0.588,0.443,0.405,0.423,0.242,0.707,0.418,0.378,0.309,0.376,0.446,0.667,0.367,0.326,0.437,SEA,1.0,2.0,0.42564296306423405,,1.7223401656284758,0.532338102090327,0.5005646833476746,1.510596402195235,1.5175285635304576,2.5879581583065647,9.313725490196077,3.5703703703703704,2.000780682643428,11.06140770586754,2.0
8,1,1,0,,,0.596,0.733,0.486,0.488,0.296,0.546,0.575,0.477,0.371,0.513,0.686,0.5,0.405,0.304,0.386,SEA,0.0,2.0,0.41581065870814327,,1.9480304391559615,0.5627892317135476,0.5018816797656421,1.2783959905111293,1.46612992270887,2.8010479272615196,11.011156186612576,4.003640408534736,2.0637132216624137,7.885955769736946,2.0
9,1,1,0,,,0.627,0.367,0.467,0.478,0.441,0.515,0.503,0.501,0.365,0.511,0.372,0.44,0.483,0.326,0.411,SEA,1.0,2.0,0.41364517033329185,,2.046362627568146,0.5406041047702211,0.543977099685154,2.046725446023822,1.3946969696969698,2.6490160275918035,10.272235539984019,3.3682027649769584,2.1125104733975704,12.402576650354538,0.0
10,1,1,0,,,0.576,0.493,0.352,0.498,0.478,0.642,0.569,0.604,0.365,0.474,0.436,0.52,0.637,0.444,0.378,SEA,1.0,2.0,0.39049458131659703,,2.3662204937258045,0.5397108973844559,0.588623412335898,2.5216579376946533,1.4418956549756055,2.6239690134426974,13.273979716520039,3.3513574660633485,2.3395688233137832,15.426788307915759,1.0
1,1,0,,,,0.777,0.118,0.505,0.451,0.145,0.594,0.614,0.298,0.258,0.082,0.389,0.693,0.181,0.304,0.227,SAS,,,,,2.3043789552744154,0.5149193953288514,0.5177400876791783,2.195192183434296,1.5646138574548343,2.9302325581395348,11.480385613644792,4.0,2.190181992337165,11.940886699507388,0.0
2,1,1,0,,,0.499,0.072,0.252,0.457,0.081,0.371,0.608,0.255,0.433,0.167,0.304,0.52,0.0,0.57,0.262,SAS,0.0,2.0,,0.765825682833582,2.410133384946472,0.701858677206434,0.6000238983311559,2.273237472157064,1.4295866291722168,2.6007616406422702,10.522321428571429,4.573588709677419,2.2749375960061444,11.438082298136646,0.0
3,1,1,1,,,0.908,0.122,0.5,0.3,0.22,0.498,0.752,0.139,0.528,0.206,0.341,0.42,0.208,0.578,0.303,SAS,2.0,3.0,0.4361059969666122,0.7624309379073194,2.50598225691041,0.8344908674913708,0.6628448102688779,2.2545188454918748,1.369737626255501,2.6502380952380955,12.016666666666666,5.469018817204302,2.525390625,12.722916666666666,0.0
1,0,1,0,,,0.264,0.213,0.276,0.447,0.312,0.428,0.412,0.183,0.18,0.119,0.422,0.427,0.255,0.23,0.925,WAS,0.0,2.0,0.4446005206748438,,2.285628406844436,0.5815477933251879,0.5879140870999159,3.677438538814718,1.535691882427551,2.8421052631578947,10.859601449275361,3.21875,2.2688802083333335,19.71875,0.0
2,0,0,,,,0.085,0.249,0.543,0.116,0.376,0.38,0.418,0.208,0.36,0.45,0.334,0.427,0.247,0.237,0.938,WAS,,,0.36785641242649336,0.6369075117055364,1.4984992861268005,0.5275339117024838,0.4863450630280074,3.6002243516978125,1.247657025192522,2.6981818181818182,6.834571746384872,3.4202586206896552,2.0428789511494254,21.57758620689655,0.0
3,0,1,1,,,0.022,0.462,0.419,0.43,0.183,0.205,0.203,0.293,0.236,0.299,0.182,0.267,0.197,0.222,1.0,WAS,3.0,2.0,,,2.286809812433465,0.3857395415661114,0.568355733769423,3.816703529638166,1.3802271293883908,2.670542635658915,10.891191066997518,2.46875,2.2273437499999997,22.25625,1.0
4,0,0,,,,0.092,0.43,0.667,0.608,0.14,0.236,0.235,0.374,0.376,0.566,0.686,0.36,0.301,0.356,0.898,WAS,,,0.39350921095088504,,1.999245006330004,0.3295151588071055,0.485380576750301,,1.450261780104712,2.903225806451613,9.943355119825707,1.996732026143791,2.022294018617548,19.330065359477125,0.0
5,0,1,0,,,0.465,0.195,0.452,0.263,0.366,0.07,0.425,0.246,0.388,0.537,0.493,0.267,0.394,0.296,0.778,WAS,1.0,2.0,0.4084055336122797,,1.7036665036352374,0.5061301268532603,0.520791083501639,2.3857202464586895,1.3614447021571991,2.4905303030303028,8.053378434122598,2.6649616368286444,2.0001125800951516,14.926082413338786,0.0
6,0,0,,,,0.186,0.538,0.114,0.433,0.392,0.118,0.085,0.264,0.0,0.503,0.53,0.053,0.44,0.274,0.565,WAS,,,0.42739643366887725,,1.9343691842131323,0.26983630682053344,0.5236758128439221,2.2216956390026206,1.4751366120218579,2.8,10.294117647058824,1.3646266587443057,2.0237299465240643,11.476827094474153,1.0
7,0,1,0,,,0.596,0.566,0.419,0.635,0.64,0.581,0.327,0.532,0.303,0.405,0.659,0.367,0.707,0.133,0.375,WAS,0.0,2.0,0.45207275286915793,0.7530643128717304,2.209528856275031,0.4507473031765477,0.546404085490257,,1.536338885853449,2.5353535353535355,11.046994884910486,2.391064578005115,2.0103866954390455,9.246188594014681,0.0
8,0,0,,,,0.896,0.457,0.443,0.28,0.511,0.712,0.458,0.459,0.652,0.683,0.544,0.393,0.73,0.237,0.375,WAS,,,0.38555808607729886,,1.3888679807280748,0.43334124388448,0.48810881084054103,2.0466788308861883,1.4719873067686837,3.0,8.04496578690127,2.6684491978609626,2.046215834818776,13.071293033342368,0.0
9,0,0,,,,0.46,0.457,0.571,0.317,0.29,1.0,0.196,0.477,0.219,0.582,0.52,0.78,0.541,0.556,0.481,WAS,,,0.40177934424209727,,1.6567246742373407,0.325281937317673,0.46833908239157673,1.3190814642827666,1.6011145175418378,2.3913131313131313,8.882558617852736,1.8902372137666257,1.9756873028931854,8.093487394957982,0.0
10,0,1,0,,,0.867,0.348,0.695,0.215,0.683,0.869,0.359,0.365,0.309,0.587,0.459,0.787,0.718,0.63,0.67,WAS,0.0,2.0,0.42051763341965126,0.7110026624178992,1.7843081333247486,0.4306344577165487,0.5298093219534532,1.3051757176333818,1.5167690058479533,2.6631130063965887,8.943074003795067,1.9272838167525075,2.1486203352308664,7.360536788973015,1.0
