year,stint,GP,blocks,threeAttempted,dq,PostBlocks,PostthreeMade,PostDQ,FG%,FT%,Avg_Assists_Per_Game,Durability_Ratio,POSITION_METRIC,playoff,playerID,tmID,pos
8,0,15,11,0,0,3,0,0,0.47115384615384615,0.5862068965517241,1.7333333333333334,0.9555555555555556,0.9655172413793104,1,fordch01w,DET,F
9,0,24,9,0,0,0,0,0,0.4810810810810811,0.5603448275862069,0.9166666666666666,0.5529513888888888,0.7471264367816092,1,fordch01w,DET,F
10,0,29,13,3,1,1,0,0,0.4296875,0.5862068965517241,1.0689655172413792,0.6487068965517241,0.6391200951248514,1,fordch01w,DET,F
1,0,28,1,4,1,0,0,0,0.3055555555555556,0.5873015873015873,0.75,0.31547619047619047,0.3333333333333333,0,fordki01w,MIA,G-F
2,0,30,5,11,0,0,0,0,0.3176470588235294,0.5625,0.7666666666666667,0.2881944444444444,0.12121212121212122,1,fordki01w,MIA,G-F
2,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0625,0.08620689655172414,1,fordst01w,NYL,F
3,0,5,0,0,0,0,0,0,0.5,0.0,0.2,0.05,0.03448275862068966,0,fordst01w,SAC,F
9,0,17,36,0,1,0,0,0,0.5133333333333333,0.5853658536585366,0.29411764705882354,0.5269607843137255,0.593732820230896,0,fowlesy01w,CHI,C
10,0,24,35,0,1,0,0,0,0.5988372093023255,0.6464646464646465,0.7916666666666666,0.6006944444444444,0.40887850467289716,0,fowlesy01w,CHI,C
1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.125,0.0,1,francde01w,NYL,F
9,0,34,1,24,0,0,0,0,0.2631578947368421,0.6428571428571429,1.7647058823529411,0.2267156862745098,0.4125874125874126,1,frankaq01w,SAC,G
10,0,2,0,2,0,0,0,0,0.0,0.0,0.5,0.20833333333333334,0.18181818181818182,1,frankaq01w,SEA,G
10,0,29,5,37,0,0,0,0,0.4094488188976378,0.7073170731707317,0.5172413793103449,0.23922413793103448,0.24970273483947683,1,frazeme01w,SAS,F
1,0,21,0,26,0,0,0,0,0.3333333333333333,0.9166666666666666,0.8095238095238095,0.22023809523809523,0.22077922077922077,0,fresest01w,SAS,G
1,0,25,6,1,0,0,0,0,0.2962962962962963,0.75,0.24,0.16166666666666665,0.08275862068965517,1,frettla01w,LAS,F
2,0,30,6,0,0,0,0,0,0.373134328358209,0.8648648648648649,0.6333333333333333,0.2923611111111111,0.15804597701149425,1,frettla01w,SAC,F
3,0,32,19,15,2,0,0,0,0.44919786096256686,0.8235294117647058,0.71875,0.421875,0.25592672413793105,0,frettla01w,SAC,F
4,0,24,3,2,0,0,0,0,0.3673469387755102,0.5,0.5,0.13802083333333334,0.08261494252873564,1,frettla01w,SAC,F
5,1,10,2,0,0,0,0,0,0.46153846153846156,0.5,0.4,0.14791666666666667,0.08620689655172414,0,frettla01w,CHA,F
5,2,16,5,0,0,3,0,0,0.45864661654135336,0.6857142857142857,1.25,0.5104166666666666,0.21551724137931036,1,frettla01w,NYL,F
6,0,33,4,0,0,0,0,0,0.47,0.76,0.5757575757575758,0.25757575757575757,0.09926854754440963,1,frettla01w,NYL,F
5,0,5,0,1,0,0,0,0,0.2222222222222222,1.0,0.0,0.09166666666666666,0.08620689655172414,1,friertr01w,SEA,F
3,0,16,0,4,0,0,0,0,0.07692307692307693,0.8333333333333334,0.1875,0.11328125,0.3157894736842105,1,frohlli01w,NYL,F-C
4,0,26,8,13,0,0,0,0,0.4305555555555556,0.6363636363636364,0.5769230769230769,0.17147435897435898,0.6067251461988303,0,frohlli01w,NYL,F-C
7,0,20,0,22,0,0,0,0,0.38235294117647056,0.75,0.45,0.17604166666666668,0.5108359133126935,1,frohlli01w,IND,F-C
8,0,10,1,3,0,0,0,0,0.3125,0.8333333333333334,0.2,0.12291666666666666,0.5668016194331983,1,frohlli01w,SAC,F-C
5,0,20,1,17,0,0,0,0,0.3076923076923077,0.8125,0.5,0.153125,0.25974025974025977,1,futreca01w,CON,G
1,2,6,1,0,0,0,0,0,0.375,0.0,0.16666666666666666,0.08333333333333333,0.046728971962616814,0,gaithka01w,IND,C
1,1,9,0,0,0,0,0,0,0.2857142857142857,1.0,0.4444444444444444,0.125,0.0,0,gaithka01w,SAS,C
3,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0.10416666666666667,0.0,1,gaithka01w,LAS,C
3,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.020833333333333332,0.0,1,gaithka01w,WAS,C
3,0,8,0,6,0,0,0,0,0.18181818181818182,0.5,1.125,0.16666666666666666,0.1487603305785124,0,garcibe01w,DET,G
9,0,34,7,56,0,1,1,0,0.35664335664335667,0.5333333333333333,1.2941176470588236,0.36580882352941174,0.2814401622718053,1,gardike01w,CON,F
10,0,33,24,39,0,0,0,0,0.36477987421383645,0.6067415730337079,1.1818181818181819,0.37626262626262624,0.3735632183908046,0,gardike01w,CON,F
3,0,30,3,0,0,1,0,0,0.38461538461538464,0.55,0.16666666666666666,0.14722222222222223,0.6122448979591836,1,gardnan01w,SAS,F-C
9,0,22,0,0,0,0,0,0,0.3793103448275862,0.5416666666666666,0.2727272727272727,0.16856060606060605,0.5172413793103448,0,gardnan01w,WAS,F-C
1,0,32,10,2,0,0,0,0,0.3275862068965517,0.631578947368421,0.78125,0.3645833333333333,0.45825771324863884,0,garnean01w,SEA,F-C
1,0,3,0,1,0,0,0,0,0.5,0.0,0.3333333333333333,0.04861111111111111,0.0,1,gaydeco01w,CON,G
8,0,33,6,64,0,0,1,0,0.3879310344827586,0.88,0.8181818181818182,0.2904040404040404,0.4583333333333333,1,gearlka01w,SEA,G-F
9,0,34,3,92,0,0,1,0,0.3719512195121951,0.72,0.6764705882352942,0.29963235294117646,0.5217391304347826,1,gearlka01w,SEA,G-F
10,0,20,3,52,0,0,0,0,0.3918918918918919,0.75,0.55,0.253125,0.5384615384615384,1,gearlka01w,SEA,G-F
1,0,17,0,7,0,0,0,0,0.35,0.875,0.11764705882352941,0.09681372549019608,0.5714285714285714,1,gibsoke01w,HOU,G-F
2,0,28,6,21,0,0,1,0,0.25,0.6818181818181818,0.4642857142857143,0.23139880952380953,0.19047619047619047,1,gibsoke01w,HOU,G-F
3,0,29,7,36,0,0,2,0,0.3968253968253968,0.6666666666666666,0.4827586206896552,0.21408045977011494,0.5185185185185185,1,gibsoke01w,HOU,G-F
4,0,26,5,24,0,0,0,0,0.3404255319148936,0.0,0.3076923076923077,0.18189102564102563,0.5555555555555556,1,gibsoke01w,HOU,G-F
1,0,30,29,69,1,5,1,0,0.44345238095238093,0.7241379310344828,1.5666666666666667,0.6180555555555556,0.626249167221852,1,gilloje01w,PHO,F-C
2,0,32,19,70,1,0,0,0,0.4225352112676056,0.7395833333333334,1.09375,0.55859375,0.5856189770200149,0,gilloje01w,PHO,F-C
3,0,31,21,93,0,0,0,0,0.415,0.8015267175572519,1.1935483870967742,0.5873655913978495,0.6223684210526316,0,gilloje01w,PHO,F-C
4,0,33,3,26,1,1,0,0,0.39215686274509803,0.7619047619047619,0.6363636363636364,0.26452020202020204,0.5588714053174172,1,gilloje01w,LAS,F-C
1,0,4,0,1,0,0,0,0,0.2,0.0,0.5,0.109375,0.09090909090909091,0,gilmous01w,IND,G
9,0,2,0,1,0,0,0,0,0.0,0.0,0.0,0.14583333333333334,0.08620689655172414,1,gisseka01w,LAS,F
9,0,3,0,0,0,0,0,0,0.0,1.0,0.6666666666666666,0.06944444444444445,0.18181818181818182,1,givench01w,DET,G
7,0,2,0,2,0,0,0,0,0.0,0.75,0.0,0.15625,0.0,0,gomisem01w,NYL,G
1,0,29,7,29,0,0,0,0,0.4795180722891566,0.6865671641791045,2.3793103448275863,0.6673850574712644,0.4875148632580262,0,goodsad01w,SAS,F
2,0,28,0,31,0,2,0,0,0.4339080459770115,0.6836734693877551,2.1785714285714284,0.6882440476190477,0.4679802955665025,1,goodsad01w,SAS,F
3,0,32,6,28,0,0,2,0,0.4421906693711968,0.7413793103448276,2.34375,0.8404947916666666,0.48760775862068967,1,goodsad01w,SAS,F
4,0,33,6,36,2,0,0,0,0.3949579831932773,0.7941176470588235,2.1515151515151514,0.6117424242424242,0.48328108672936265,0,goodsad01w,SAS,F
5,0,34,2,16,1,0,0,0,0.4479495268138801,0.8235294117647058,1.7647058823529411,0.6544117647058824,0.5958417849898581,0,goodsad01w,SAS,F
6,2,10,1,1,1,0,0,0,0.4225352112676056,0.6,0.6,0.4479166666666667,0.3017241379310345,0,goodsad01w,CHA,F
6,1,23,0,2,0,0,0,0,0.3972602739726027,0.6190476190476191,0.6521739130434783,0.24547101449275363,0.13493253373313344,1,goodsad01w,HOU,F
8,0,21,12,1,0,0,0,0,0.4222222222222222,0.7619047619047619,0.14285714285714285,0.15476190476190477,0.16021361815754337,0,goringi01w,WAS,C
3,0,29,6,43,0,0,0,0,0.36082474226804123,0.7777777777777778,0.7241379310344828,0.2650862068965517,0.15272727272727274,0,gortmsh01w,MIN,G
4,0,25,1,20,0,0,0,0,0.42857142857142855,0.75,0.56,0.16666666666666666,0.12727272727272726,1,gortmsh01w,MIN,G
5,0,4,1,0,0,0,0,0,0.0,0.0,0.5,0.13541666666666666,0.18181818181818182,1,gortmsh01w,WAS,G
7,0,20,2,12,0,0,0,0,0.36363636363636365,0.7777777777777778,0.85,0.2760416666666667,0.12363636363636366,1,gortmsh01w,SEA,G
8,0,17,0,2,0,0,0,0,0.391304347826087,0.7,2.176470588235294,0.25857843137254904,0.6115702479338844,0,granter01w,HOU,G
5,0,13,0,2,0,0,0,0,0.5789473684210527,0.6923076923076923,0.6923076923076923,0.1266025641025641,0.18181818181818182,1,grecomi01w,SEA,G
7,0,5,0,0,0,0,0,0,0.0,0.5,0.0,0.1,0.0,1,greenci01w,SEA,C
1,0,18,1,17,0,0,0,0,0.28125,0.56,0.7222222222222222,0.2199074074074074,0.11015325670498084,1,grginve01w,LAS,F
2,0,24,1,19,0,0,0,0,0.4264705882352941,0.6875,0.5,0.1996527777777778,0.1257183908045977,1,grginve01w,LAS,F
3,0,12,0,12,0,0,0,0,0.375,0.6666666666666666,0.25,0.14583333333333334,0.05747126436781609,1,grginve01w,LAS,F
1,0,32,61,0,1,1,0,0,0.5338541666666666,0.7029702970297029,1.53125,0.71875,0.7625018224230937,1,griffyo01w,SAC,F-C
2,0,32,37,0,1,6,0,0,0.5149425287356322,0.7302904564315352,1.90625,0.8190104166666666,0.7408466819221967,1,griffyo01w,SAC,F-C
3,0,17,13,0,0,0,0,0,0.5195530726256983,0.8031496062992126,1.1176470588235294,0.7071078431372549,0.8468097618347544,0,griffyo01w,SAC,F-C
4,0,34,39,2,3,6,0,0,0.49373433583959897,0.7946428571428571,1.5588235294117647,0.7444852941176471,0.7435003170577045,1,griffyo01w,SAC,F-C
5,0,34,41,1,2,6,0,0,0.5148514851485149,0.7619047619047619,1.4705882352941178,0.7567401960784313,0.7624633431085044,1,griffyo01w,SAC,F-C
6,0,34,31,0,0,4,0,0,0.4860215053763441,0.7077625570776256,1.8529411764705883,0.7401960784313726,0.6914344685242517,1,griffyo01w,SAC,F-C
7,0,34,16,1,0,5,0,0,0.4641025641025641,0.7542372881355932,2.1176470588235294,0.6685049019607843,0.7310939464702713,1,griffyo01w,SAC,F-C
8,0,32,12,0,1,1,0,0,0.49361702127659574,0.6747967479674797,1.5,0.5266927083333334,0.7141092167037312,1,griffyo01w,SAC,F-C
9,0,30,17,0,1,4,0,0,0.44025157232704404,0.6617647058823529,1.6666666666666667,0.5173611111111112,0.7876588021778584,1,griffyo01w,SEA,F-C
10,0,3,2,0,0,0,0,0,0.5,0.7777777777777778,0.0,0.2847222222222222,0.8333333333333333,1,griffyo01w,IND,F-C
1,0,30,3,1,0,0,0,0,0.4444444444444444,0.7580645161290323,0.43333333333333335,0.29444444444444445,0.0,1,groomla01w,SAC,G-F
2,0,31,10,0,0,0,0,0,0.4214876033057851,0.75,1.2580645161290323,0.385752688172043,0.0,1,groomla01w,SAC,G-F
3,0,32,8,1,0,0,0,0,0.430939226519337,0.8554216867469879,1.21875,0.5533854166666666,0.0,0,groomla01w,SAC,G-F
4,0,34,5,1,0,0,0,0,0.41935483870967744,0.7857142857142857,0.9411764705882353,0.3278186274509804,0.0,1,groomla01w,SAC,G-F
5,0,28,2,0,0,0,0,0,0.2835820895522388,0.9166666666666666,0.39285714285714285,0.17708333333333334,0.0,1,groomla01w,SAC,G-F
1,0,29,0,91,0,0,0,0,0.37656903765690375,0.775,2.1724137931034484,0.5172413793103449,0.19090909090909092,0,grubigo01w,IND,G
2,0,27,0,58,0,0,0,0,0.3712574850299401,0.7435897435897436,1.2222222222222223,0.37114197530864196,0.17647058823529413,0,grubigo01w,IND,G
3,0,32,3,92,0,0,0,0,0.3838383838383838,0.759493670886076,3.25,0.5592447916666666,0.3260188087774295,0,grubigo01w,PHO,G
5,0,5,0,0,0,0,0,0,0.0,1.0,0.0,0.1,0.0,0,grubigo01w,HOU,G
6,0,9,0,2,0,0,0,0,0.0,0.25,0.5555555555555556,0.09490740740740741,0.4545454545454546,1,grubigo01w,LAS,G
9,0,31,26,0,0,0,0,0,0.4594594594594595,0.543859649122807,0.9354838709677419,0.33803763440860213,0.5706682436428149,1,grudasa01w,CON,F-C
10,0,26,41,0,2,0,0,0,0.4674922600619195,0.5581395348837209,1.3461538461538463,0.6490384615384616,0.5703112269838684,0,grudasa01w,CON,F-C
8,0,17,0,12,0,0,0,0,0.24390243902439024,0.75,0.35294117647058826,0.18137254901960784,0.15212981744421908,1,hairska01w,CON,F
3,0,20,1,0,0,0,0,0,0.4583333333333333,0.5,0.05,0.10833333333333334,0.1120689655172414,0,hallam01w,POR,F
1,0,32,8,42,0,1,1,0,0.3791208791208791,0.6285714285714286,0.875,0.4205729166666667,0.2478448275862069,1,hallvi01w,CLE,F
2,1,14,5,22,0,0,0,0,0.4090909090909091,0.5,0.6428571428571429,0.33482142857142855,0.20320197044334978,1,hallvi01w,CLE,F
2,2,13,0,3,0,0,0,0,0.4117647058823529,0.5714285714285714,0.3076923076923077,0.1971153846153846,0.10610079575596819,0,hallvi01w,IND,F
3,0,3,0,1,0,0,0,0,0.5,0.75,0.3333333333333333,0.13194444444444445,0.05747126436781609,1,hallvi01w,LAS,F
1,0,32,1,141,0,0,7,0,0.46511627906976744,0.8863636363636364,2.28125,0.677734375,0.17008797653958943,1,hammobe01w,NYL,G
2,0,32,1,111,0,0,3,0,0.4485981308411215,0.7843137254901961,1.65625,0.4342447916666667,0.19318181818181818,1,hammobe01w,NYL,G
3,0,32,0,114,0,0,14,0,0.46215139442231074,0.703125,2.1875,0.5481770833333334,0.17851239669421487,1,hammobe01w,NYL,G
4,0,11,1,49,0,0,0,0,0.5747126436781609,0.9512195121951219,1.6363636363636365,0.48674242424242425,0.12121212121212122,0,hammobe01w,NYL,G
5,0,34,2,170,0,0,11,0,0.4271604938271605,0.8181818181818182,4.911764705882353,0.8014705882352942,0.23112480739599384,1,hammobe01w,NYL,G
6,0,34,2,178,0,0,2,1,0.43258426966292135,0.9029850746268657,4.411764705882353,0.7696078431372549,0.24808836023789294,1,hammobe01w,NYL,G
7,0,22,3,108,0,0,0,0,0.4246031746031746,0.96,3.6818181818181817,0.6382575757575758,0.22657342657342658,0,hammobe01w,NYL,G
8,0,28,5,183,0,1,20,1,0.4392712550607287,0.9196428571428571,5.892857142857143,0.8251488095238095,0.2232854864433812,1,hammobe01w,SAS,G
9,0,33,7,220,0,5,22,0,0.3963302752293578,0.9264069264069265,6.121212121212121,0.9040404040404041,0.2814685314685315,1,hammobe01w,SAS,G
10,0,31,12,206,0,0,8,0,0.4487704918032787,0.9013157894736842,5.225806451612903,0.7728494623655914,0.25552825552825553,1,hammobe01w,SAS,G
1,0,15,0,3,0,0,0,0,0.18181818181818182,0.5,0.3333333333333333,0.059722222222222225,0.2272727272727273,1,hamzoro01w,CON,G
8,0,20,6,35,0,0,0,0,0.35390946502057613,0.6794871794871795,3.9,0.6270833333333333,0.30174081237911027,0,hardili01w,MIN,G
9,0,24,4,25,2,0,0,0,0.3669064748201439,0.6944444444444444,3.1666666666666665,0.5130208333333334,0.2512396694214876,0,hardili01w,MIN,G
10,0,34,13,62,1,0,0,0,0.4314214463840399,0.75,4.764705882352941,0.78125,0.27722772277227725,1,hardili01w,WAS,G
9,0,34,20,0,0,1,0,0,0.46853146853146854,0.5779816513761468,0.4117647058823529,0.36887254901960786,0.732943469785575,1,harpela01w,SAC,F-C
10,0,33,22,0,1,0,0,0,0.3879310344827586,0.7317073170731707,0.6060606060606061,0.2904040404040404,0.6805807622504537,0,harpela01w,SAC,F-C
1,0,8,1,0,0,0,0,0,0.16666666666666666,0.6,0.625,0.17447916666666666,0.09698275862068967,0,harrido01w,IND,F
1,0,31,4,12,0,0,0,0,0.543859649122807,0.8205128205128205,1.4838709677419355,0.5497311827956989,0.33648498331479426,1,harrili01w,PHO,F
2,0,32,1,9,0,0,0,0,0.4304932735426009,0.864406779661017,1.625,0.595703125,0.37446120689655177,0,harrili01w,PHO,F
3,0,32,3,6,0,0,0,0,0.49586776859504134,0.8695652173913043,1.25,0.5852864583333334,0.3394396551724138,0,harrili01w,PHO,F
4,0,33,6,3,0,0,0,0,0.4134078212290503,0.6862745098039216,1.0909090909090908,0.5290404040404041,0.30825496342737724,0,harrili01w,PHO,F
6,0,27,1,1,0,0,0,0,0.4411764705882353,0.7857142857142857,0.37037037037037035,0.22916666666666666,0.12452107279693488,0,harrili01w,PHO,F
2,0,4,0,6,0,0,0,0,0.4666666666666667,1.0,2.75,0.375,0.6666666666666666,0,harrokr01w,MIN,G
3,0,27,0,54,0,0,0,0,0.3894736842105263,0.4,2.0,0.37114197530864196,0.35064935064935066,0,harrokr01w,MIN,G
4,0,31,3,43,0,0,2,0,0.3673469387755102,0.6,2.4838709677419355,0.3790322580645161,0.3356643356643357,1,harrokr01w,MIN,G
6,0,34,1,68,0,0,0,0,0.3509933774834437,0.7777777777777778,2.823529411764706,0.5098039215686274,0.3232323232323232,0,harrokr01w,MIN,G
10,0,31,0,39,0,0,1,0,0.37398373983739835,0.8181818181818182,2.5806451612903225,0.38911290322580644,0.46464646464646464,1,harrokr01w,LAS,G
5,0,29,29,0,0,1,0,0,0.40963855421686746,0.5526315789473685,0.2413793103448276,0.2629310344827586,0.2803738317757009,1,haydeva01w,MIN,C
6,0,31,68,0,2,0,0,0,0.4327731092436975,0.5555555555555556,0.7419354838709677,0.39986559139784944,0.615013566475731,0,haydeva01w,MIN,C
7,0,33,44,0,2,0,0,0,0.40236686390532544,0.6212121212121212,0.5757575757575758,0.2676767676767677,0.3738317757009345,0,haydeva01w,MIN,C
9,0,30,14,0,2,0,0,0,0.4452054794520548,0.6136363636363636,0.4,0.2111111111111111,0.1308411214953271,0,haydeva01w,MIN,C
10,0,25,22,0,0,0,0,0,0.4105263157894737,0.64,0.24,0.22583333333333333,0.2467289719626168,1,haydeva01w,LAS,C
6,0,30,1,32,0,0,0,0,0.34558823529411764,0.7931034482758621,1.7,0.3729166666666667,0.2233766233766234,1,haynikr01w,SAC,G
7,0,34,2,30,0,0,5,0,0.3877551020408163,0.8666666666666667,2.5294117647058822,0.36887254901960786,0.26877470355731226,1,haynikr01w,SAC,G
8,0,34,6,45,0,1,3,0,0.36486486486486486,0.8333333333333334,2.235294117647059,0.3645833333333333,0.18716577540106952,1,haynikr01w,SAC,G
9,0,33,4,32,0,0,0,0,0.3157894736842105,0.75,2.484848484848485,0.3068181818181818,0.3172147001934236,0,haynikr01w,ATL,G
10,1,20,0,13,0,0,0,0,0.425,0.7777777777777778,0.55,0.16770833333333332,0.2,1,haynikr01w,DET,G
10,2,9,1,15,0,0,0,0,0.3333333333333333,0.8333333333333334,2.0,0.3611111111111111,0.21818181818181817,0,haynikr01w,SAC,G
1,0,17,0,7,0,1,0,0,0.32,0.625,0.9411764705882353,0.18995098039215685,0.24793388429752064,1,headde01w,PHO,G
2,0,23,0,22,0,0,0,0,0.23684210526315788,0.2857142857142857,0.9565217391304348,0.16304347826086957,0.25,1,hendene01w,HOU,G
3,0,23,7,0,1,0,0,0,0.3902439024390244,1.0,0.13043478260869565,0.15670289855072464,0.08533116619260463,0,hendetr01w,CLE,C
4,0,11,1,0,0,0,0,0,0.14285714285714285,0.0,0.2727272727272727,0.09090909090909091,0.025488530161427356,1,hendetr01w,CLE,C
1,0,32,3,66,1,0,0,0,0.3509933774834437,0.6065573770491803,2.46875,0.6380208333333334,0.265993265993266,0,henniso01w,SEA,G
2,0,32,6,44,2,0,0,0,0.3178294573643411,0.5142857142857142,2.90625,0.5872395833333334,0.3932346723044397,0,henniso01w,SEA,G
3,2,23,6,12,0,0,0,0,0.29508196721311475,0.45454545454545453,2.391304347826087,0.5153985507246377,0.25757575757575757,1,henniso01w,HOU,G
3,1,8,1,4,0,0,0,0,0.36363636363636365,0.5,1.875,0.5390625,0.38961038961038963,1,henniso01w,SEA,G
4,2,23,0,9,0,0,0,0,0.2619047619047619,0.25,1.2608695652173914,0.26268115942028986,0.4055944055944056,0,henniso01w,IND,G
4,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.10416666666666667,0.0,0,henniso01w,WAS,G
1,0,25,5,1,1,0,0,0,0.48,0.6129032258064516,0.8,0.2841666666666667,0.056074766355140186,0,herriam01w,SAS,C
2,0,32,14,0,0,1,0,0,0.4489795918367347,0.7608695652173914,0.46875,0.3053385416666667,0.12266355140186914,1,herriam01w,SAS,C
3,0,28,14,0,0,1,0,0,0.4444444444444444,0.7333333333333333,0.14285714285714285,0.20684523809523808,0.14018691588785046,1,herriam01w,SAS,C
1,0,20,1,31,0,0,0,0,0.3220338983050847,0.7777777777777778,0.9,0.25,0.3440860215053763,0,hibbeka01w,SEA,G-F
1,0,26,7,0,0,0,0,0,0.43478260869565216,0.6206896551724138,0.15384615384615385,0.12580128205128205,0.8695652173913043,1,hicksje01w,CON,F-C
2,0,32,17,0,0,0,0,0,0.3888888888888889,0.6515151515151515,0.6875,0.296875,0.5490578297595841,0,hicksje01w,CON,F-C
3,0,31,25,0,1,0,0,0,0.477124183006536,0.6984126984126984,0.7419354838709677,0.3165322580645161,0.6535947712418301,0,hicksje01w,CON,F-C
4,0,27,9,0,0,1,0,0,0.4772727272727273,0.96,0.25925925925925924,0.21604938271604937,0.6447368421052632,1,hicksje01w,CON,F-C
5,0,27,13,0,1,0,0,0,0.46846846846846846,0.6052631578947368,0.6666666666666666,0.2862654320987654,0.602181128496918,0,hicksje01w,SAS,F-C
1,0,26,1,22,0,0,0,0,0.2857142857142857,0.4,0.5384615384615384,0.17067307692307693,0.10181818181818184,0,hillec01w,CHA,G
2,0,3,0,1,0,0,0,0,0.0,0.0,0.3333333333333333,0.05555555555555555,0.0,0,hillec01w,PHO,G
1,0,31,4,58,1,0,0,0,0.45384615384615384,0.7285714285714285,2.967741935483871,0.5826612903225806,0.22009569377990432,0,hledeko01w,SAS,G
2,0,27,1,23,0,0,0,0,0.3904109589041096,0.868421052631579,1.6296296296296295,0.36419753086419754,0.18614718614718614,1,hledeko01w,SAS,G
3,0,16,2,1,0,0,0,0,0.4074074074074074,0.5384615384615384,0.8125,0.18359375,0.10389610389610389,1,hledeko01w,NYL,G
5,0,24,2,17,0,0,1,0,0.3157894736842105,0.7,0.8333333333333334,0.2378472222222222,0.1711229946524064,1,hodgedo01w,LAS,G
6,0,32,7,69,0,0,1,0,0.41509433962264153,0.68,2.46875,0.4440104166666667,0.2916666666666667,1,hodgedo01w,LAS,G
7,0,34,4,61,0,0,1,0,0.3184713375796178,0.9130434782608695,2.1176470588235294,0.30392156862745096,0.27906976744186046,1,hodgedo01w,LAS,G
8,0,6,0,3,0,0,0,0,0.3076923076923077,1.0,1.0,0.11458333333333333,0.21818181818181817,1,hodgedo01w,SEA,G
9,0,8,1,7,0,0,2,0,0.35714285714285715,0.0,0.625,0.2109375,0.06060606060606061,1,hodgedo01w,IND,G
6,0,26,0,26,0,0,0,0,0.2765957446808511,1.0,0.2692307692307692,0.15224358974358973,0.42424242424242425,1,hodgero01w,HOU,G
7,0,33,4,120,0,0,2,0,0.39316239316239315,0.7209302325581395,1.0,0.46275252525252525,0.1616161616161616,1,hodgero01w,HOU,G
8,0,29,0,67,0,0,0,0,0.27927927927927926,0.9090909090909091,0.9310344827586207,0.2377873563218391,0.24545454545454548,0,hodgero01w,HOU,G
9,0,15,2,71,0,0,0,0,0.41836734693877553,1.0,1.2666666666666666,0.38055555555555554,0.34545454545454546,0,hodgero01w,HOU,G
10,0,33,15,171,0,0,0,0,0.4166666666666667,0.9090909090909091,1.9393939393939394,0.5694444444444444,0.3232323232323232,0,hodgero01w,MIN,G
5,0,30,5,17,1,0,0,0,0.3132530120481928,0.75,0.7,0.23194444444444445,0.25,0,hoffmeb01w,IND,F
6,0,33,10,2,0,0,0,0,0.4051724137931034,0.8333333333333334,0.48484848484848486,0.31376262626262624,0.25339602925809823,1,hoffmeb01w,IND,F
7,0,34,16,8,1,4,0,1,0.4055299539170507,0.72,1.3823529411764706,0.5533088235294118,0.48935091277890475,1,hoffmeb01w,IND,F
8,0,34,18,5,0,1,0,0,0.44285714285714284,0.8235294117647058,0.7941176470588235,0.38235294117647056,0.3473630831643002,1,hoffmeb01w,IND,F
9,0,33,26,57,3,2,4,0,0.46130952380952384,0.8181818181818182,2.0,0.7039141414141414,0.6739811912225706,1,hoffmeb01w,IND,F
10,0,34,12,72,3,5,6,0,0.42462311557788945,0.8888888888888888,1.7647058823529411,0.7965686274509803,0.5045638945233266,1,hoffmeb01w,IND,F
1,0,32,18,39,0,1,0,0,0.4640151515151515,0.6893939393939394,2.53125,0.78515625,0.646551724137931,1,holdsch01w,WAS,F
2,0,29,14,46,0,0,0,0,0.4004282655246253,0.6824324324324325,2.2758620689655173,0.7004310344827587,0.760998810939358,0,holdsch01w,WAS,F
3,0,20,6,28,0,3,2,0,0.45098039215686275,0.8088235294117647,3.05,0.840625,1.0,1,holdsch01w,WAS,F
4,0,27,15,35,0,0,0,0,0.425,0.9032258064516129,3.2962962962962963,0.7314814814814815,0.938697318007663,0,holdsch01w,WAS,F
5,0,23,18,17,0,0,0,0,0.40198511166253104,0.803030303030303,2.4347826086956523,0.7255434782608695,0.7158920539730136,1,holdsch01w,WAS,F
6,0,33,16,13,2,0,1,0,0.48218029350104824,0.7757575757575758,3.212121212121212,0.7960858585858586,0.5825496342737723,1,holdsch01w,LAS,F
7,0,25,9,15,0,2,1,0,0.4624624624624625,0.8837209302325582,2.4,0.6533333333333333,0.5241379310344828,1,holdsch01w,LAS,F
8,0,5,3,3,0,0,0,0,0.49206349206349204,0.8333333333333334,3.0,0.625,0.4827586206896552,0,holdsch01w,LAS,F
10,0,25,7,30,0,0,0,0,0.4117647058823529,0.8404255319148937,2.24,0.6008333333333333,0.37586206896551727,1,holdsch01w,ATL,F
1,0,32,5,122,1,0,3,0,0.43866171003717475,0.7058823529411765,2.71875,0.6471354166666666,0.199017199017199,1,hollake01w,SAC,G
2,0,32,5,150,0,2,13,0,0.4414715719063545,0.7236842105263158,2.375,0.6731770833333334,0.19008264462809918,1,hollake01w,SAC,G
3,0,32,5,157,1,0,0,0,0.3411371237458194,0.75,1.96875,0.5872395833333334,0.1414141414141414,0,hollake01w,SAC,G
4,0,34,3,124,0,0,15,0,0.44912280701754387,0.7671232876712328,2.2941176470588234,0.5202205882352942,0.19414483821263484,1,hollake01w,DET,G
5,0,27,3,97,0,0,0,0,0.3710691823899371,0.6829268292682927,1.962962962962963,0.5424382716049383,0.20502901353965183,0,hollake01w,HOU,G
7,0,34,2,84,0,0,0,0,0.34,0.625,1.411764705882353,0.26348039215686275,0.19545454545454546,1,hollake01w,DET,G
